CODE	CIM.CMA	NIVEAU	DIAG	LISTE_RACINE	LIBELLE
I630	I63.0	3	509	-	INFARCTUS CEREB. DU A UNE THROMBOSE DES ART. PRECEREB. 
I631	I63.1	3	509	-	INFARCTUS CEREB. DU A UNE EMBOLIE DES ART. PRECEREB.
I632	I63.2	3	509	-	INFARCTUS CEREB. DU A UNE STENOSE DES ART. PRECEREB., DE 
I636	I63.6	3	509	-	INFARCTUS CEREB. DU A UNE THROMBOSE VEINEUSE CEREB., 
I638	I63.8	3	509	-	INFARCTUS CEREB., NCA 
I676	I67.6	3	903	-	THROMBOSE NON PYOGENE DU SYST. VEINEUX INTRACRAN. 
I681	I68.1	3	895	-	ARTERITE CEREB. AVEC MAL. INFECT. ET PARASIT.
I7001	I70.01	3	267	-	ATHEROSCLEROSE DE L'AORT. AVEC GANGRENE
I7021	I70.21	3	267	-	ATHEROSCLEROSE DES ART. DISTALES AVEC GANGRENE 
I7081	I70.81	3	267	-	ATHEROSCLEROSE D'AUTRES ART. AVEC GANGRENE
I7091	I70.91	3	267	-	ATHEROSCLEROSE GENERALISEE OU SAI AVEC GANGRENE
I772	I77.2	3	968	-	RUPTURE D'UNE ART.
I802	I80.2	3	861	-	PHLEBITE ET THROMBOPHLEBITE D'AUTRES VSSX. PROF. 
I822	I82.2	3	255	-	EMBOLIE ET THROMBOSE DE LA VEINE CAVE 
I832	I83.2	3	674	-	VARICES DES MB. INF., AVEC ULCERE ET INFL.
J13	J13	3	766	-	PNEUMONIE DUE A STREPTOCOCCUS PNEUMONIAE
J158	J15.8	3	243	-	AUTRES PNEUMOPATHIES BACT. 
J160	J16.0	3	766	-	PNEUMOPATHIE DUE A CHLAMYDIA 
J168	J16.8	3	766	-	PNEUMOPATHIE DUE A D'AUTRES MICRO-ORG. INFECT.
J172	J17.2	3	766	-	PNEUMOPATHIE AVEC MYCOSES 
J173	J17.3	3	766	-	PNEUMOPATHIE AVEC MAL. PARASIT. 
J178	J17.8	3	766	-	PNEUMOPATHIE AVEC AUTRES MAL. CL. AILL. 
J201	J20.1	3	13	-	BRONCHITE AIG. DUE A HAEMOPHILUS INFLUENZAE
J384	J38.4	3	1038	-	OEDEME DU LARYNX 
J440	J44.0	3	701	36	MAL. PULM. OBSTRU. CHRON. AVEC INFECT. AIG. DES VOIES RESP. 
J702	J70.2	3	145	36	AFF. PULM. INTERST. AIG., MEDICAM.
J703	J70.3	3	145	36	AFF. PULM. INTERST. CHRON., MEDICAM. 
J704	J70.4	3	145	36	AFF. PULM. INTERST., MEDICAM., SAI
J81	J81	3	22	36	OEDEME PULM.
J942	J94.2	3	546	36	HEMOTHORAX
J960	J96.0	3	634	36	INSUF. RESP. AIG.
J9600	J96.00	3	634	36	INSUF. RESP. AIG. TYPE I
J9601	J96.01	3	634	36	INSUF. RESP. AIG. TYPE II 
J9609	J96.09	3	634	36	INSUF. RESP. AIG., TYPE NON PRECISE
K113	K11.3	3	438	-	ABCES DES GLD. SALIVAIRES 
K114	K11.4	3	438	-	FISTULE DES GLD. SALIVAIRES
K2380	K23.80	3	548	-	OESOPHAGITE HERPETIQUE
K2381	K23.81	3	548	-	OESOPHAGITE A CANDIDA 
K2388	K23.88	3	548	-	ATTEINTES DE L'OESOPHAGE AVEC MAL. CL. AILL., NCA
K251	K25.1	3	528	13	ULCERE DE L'ESTOMAC AIG., AVEC PERFO.
K271	K27.1	3	57	13	ULCERE DIG., DE SIEGE SAI, AIG. AVEC PERFO. 
K281	K28.1	3	859	13	ULCERE GASTRO-JEJUNAL AIG., AVEC PERFO.
K290	K29.0	3	731	-	GASTRITE HEMORR. AIG.
K315	K31.5	3	336	-	OBSTRU. DU DUODENUM 
K421	K42.1	3	159	-	HERNIE OMBILICALE, AVEC GANGRENE
K431	K43.1	3	869	-	EVENTRATION POST-OP, AVEC GANGRENE 
K434	K43.4	3	869	-	HERNIE PERIST., AVEC GANGRENE
K437	K43.7	3	869	-	HERNIE DE LA PAROI ABDO. ANT., AVEC GANGRENE
K550	K55.0	3	47	-	TBL. VASC. AIG. DE L'INTESTIN
K560	K56.0	3	109	-	ILEUS PARALYTIQUE
K564	K56.4	3	414	-	OBSTRU. DE L'INTESTIN, NCA
K565	K56.5	3	849	-	ADHERENCES DE L'INTESTIN, AVEC OCCLUSION 
K566	K56.6	3	849	-	OCCLUSIONS INTEST., NCA OU SAI 
K570	K57.0	3	502	-	DIVERTICULOSE DE L'INTESTIN GRELE, AVEC PERFO. ET ABCES 
K572	K57.2	3	502	-	DIVERTICULOSE DU COLON, AVEC PERFO. ET ABCES 
K574	K57.4	3	502	-	DIVERTICULOSE DU COLON ET DE L'INTESTIN GRELE, AVEC PERFO. 
K578	K57.8	3	502	-	DIVERTICULOSE DE L'INTESTIN, AVEC PERFO. ET ABCES
K604	K60.4	3	287	-	FISTULE RECTALE
K611	K61.1	3	228	-	ABCES RECTAL
K613	K61.3	3	228	-	ABCES ISCHIO-RECTAL
K626	K62.6	3	420	-	ULCERE DE L'ANUS ET DU RECTUM
K630	K63.0	3	83	-	ABCES DE L'INTESTIN
K650	K65.0	3	902	13	PERITONITE AIG.
K658	K65.8	3	902	13	PERITONITES, NCA 
K659	K65.9	3	902	13	PERITONITE, SAI
K661	K66.1	3	187	-	HEMOPERITOINE 
K670	K67.0	3	416	-	PERITONITE A CHLAMYDIA 
K671	K67.1	3	857	-	PERITONITE GONO. 
K672	K67.2	3	360	-	PERITONITE SYPHILITIQUE 
K673	K67.3	3	775	-	PERITONITE TUBERC.
K712	K71.2	3	60	33	MAL. TOXIQUE DU FOIE AVEC HEPATITE AIG.
K720	K72.0	3	163	33	INSUF. HEPATIQUE AIG. ET SUBAIG. 
K750	K75.0	3	515	33	ABCES DU FOIE 
K761	K76.1	3	458	33	CONGESTION PASSIVE CHRON. DU FOIE
K762	K76.2	3	458	33	NECROSE HEMORR. CENTRALE DU FOIE
K803	K80.3	3	936	16	CALCUL DES CANAUX BIL. AVEC ANGIOCHOLITE
K804	K80.4	3	936	33	CALCUL DES CANAUX BIL. AVEC CHOLECYSTITE
K810	K81.0	3	617	16	CHOLECYSTITE AIG.
K820	K82.0	3	297	33	OCCLUSION DE LA VESICULE BIL.
K821	K82.1	3	297	33	HYDROCHOLECYSTE 
K832	K83.2	3	297	33	PERFO. DES VOIES BIL.
K914	K91.4	3	460	-	MAUVAIS RESULT. FCT. D'UNE COLOSTOMIE ET D'UNE 
K921	K92.1	3	542	-	MELAENA
K930	K93.0	3	997	-	ATTEINTES TUBERC. DE L'INTESTIN, DU PERITOINE ET DES GGL. 
L022	L02.2	3	444	23	ABCES CUTANE, FURONCLE ET ANTHRAX DU TRONC
L023	L02.3	3	216	23	ABCES CUTANE, FURONCLE ET ANTHRAX DE LA FESSE 
L024	L02.4	3	444	23	ABCES CUTANE, FURONCLE ET ANTHRAX D'UN MB.
L031	L03.1	3	673	23	PHLEGMON D'AUTRES PARTIES D'UN MB.
L038	L03.8	3	588	23	PHLEGMON D'AUTRES LOC. 
L080	L08.0	3	702	-	PYODERMITE
L081	L08.1	3	702	-	ERYTHRASMA
L088	L08.8	3	348	-	INFECT. LOC. PREC. DE LA PEAU ET DU TISSU CELL. /S-CUT., NCA
L089	L08.9	3	431	-	INFECT. LOC. DE LA PEAU ET DU TISSU CELL. /S-CUT., SAI
L303	L30.3	3	85	-	DERMITE INFECTEE 
L5129	L51.29	3	750	-	EPIDERMOLYSE NECROS. SURAIG. ET DECOLL. INF. A 30% OU SAI 
L530	L53.0	3	621	-	ERYTHEME TOXIQUE 
L891	L89.1	3	278	23	ULCERE DE DECUBITUS STADE 2 
L97	L97	3	834	23	ULCERE DU MB. INF., NCA
M010	M01.0	3	583	-	ARTHRITE MENINGO.
M0100	M01.00	3	583	-	ARTHRITE MENINGO. - SIEGES MULT.
M0101	M01.01	3	583	-	ARTHRITE MENINGO. - ARTIC. EPAULE
M0102	M01.02	3	583	-	ARTHRITE MENINGO. - ARTIC. COUDE
M0103	M01.03	3	583	-	ARTHRITE MENINGO. - ARTIC. POIGNET
M0104	M01.04	3	583	-	ARTHRITE MENINGO. - ARTIC. MAIN 
M0105	M01.05	3	583	-	ARTHRITE MENINGO. - HANCHE, SACR.IL. 
M0106	M01.06	3	583	-	ARTHRITE MENINGO. - ARTIC. GENOU 
M0107	M01.07	3	583	-	ARTHRITE MENINGO. - ARTIC. CHEV., PIED
M0108	M01.08	3	583	-	ARTHRITE MENINGO. - ARTIC. AUTRES
M0109	M01.09	3	583	-	ARTHRITE MENINGO. - ARTIC. LOC. SAI
M011	M01.1	3	583	-	ARTHRITE TUBERC. 
M0110	M01.10	3	583	-	ARTHRITE TUBERC. - SIEGES MULT.
M0111	M01.11	3	583	-	ARTHRITE TUBERC. - ARTIC. EPAULE
M0112	M01.12	3	583	-	ARTHRITE TUBERC. - ARTIC. COUDE
M0113	M01.13	3	583	-	ARTHRITE TUBERC. - ARTIC. POIGNET
M0114	M01.14	3	583	-	ARTHRITE TUBERC. - ARTIC. MAIN
M0115	M01.15	3	583	-	ARTHRITE TUBERC. - HANCHE, SACR.IL.
M0116	M01.16	3	583	-	ARTHRITE TUBERC. - ARTIC. GENOU
M0117	M01.17	3	583	-	ARTHRITE TUBERC. - ARTIC. CHEV., PIED
M0118	M01.18	3	583	-	ARTHRITE TUBERC. - ARTIC. AUTRES
M0119	M01.19	3	583	-	ARTHRITE TUBERC. - ARTIC. LOC. SAI 
M013	M01.3	3	583	-	ARTHRITE AVEC AUTRES MAL. BACT. CL. AILL.
M0130	M01.30	3	583	-	ARTHRITE AVEC AUTRES MAL. BACT. CL. AILL. - SIEGES MULT.
M0131	M01.31	3	583	-	ARTHRITE AVEC AUTRES MAL. BACT. CL. AILL. - ARTIC. EPAULE
M0132	M01.32	3	583	-	ARTHRITE AVEC AUTRES MAL. BACT. CL. AILL. - ARTIC. COUDE
M0133	M01.33	3	583	-	ARTHRITE AVEC AUTRES MAL. BACT. CL. AILL. - ARTIC. POIGNET
M0134	M01.34	3	583	-	ARTHRITE AVEC AUTRES MAL. BACT. CL. AILL. - ARTIC. MAIN
M0135	M01.35	3	583	-	ARTHRITE AVEC AUTRES MAL. BACT. CL. AILL. - HANCHE, SACR.IL. 
M0136	M01.36	3	583	-	ARTHRITE AVEC AUTRES MAL. BACT. CL. AILL. - ARTIC. GENOU
M0137	M01.37	3	583	-	ARTHRITE AVEC AUTRES MAL. BACT. CL. AILL. - ARTIC. CHEV., PIED 
M0138	M01.38	3	583	-	ARTHRITE AVEC AUTRES MAL. BACT. CL. AILL. - ARTIC. AUTRES 
M0139	M01.39	3	583	-	ARTHRITE AVEC AUTRES MAL. BACT. CL. AILL. - ARTIC. LOC. SAI 
M110	M11.0	3	1006	-	MAL. PAR DEPOT D'HYDROXYAPATITE
M1100	M11.00	3	1006	-	MAL. PAR DEPOT D'HYDROXYAPATITE - SIEGES MULT. 
M1101	M11.01	3	1006	-	MAL. PAR DEPOT D'HYDROXYAPATITE - ARTIC. EPAULE
M1102	M11.02	3	1006	-	MAL. PAR DEPOT D'HYDROXYAPATITE - ARTIC. COUDE 
M1103	M11.03	3	1006	-	MAL. PAR DEPOT D'HYDROXYAPATITE - ARTIC. POIGNET
M1104	M11.04	3	1006	-	MAL. PAR DEPOT D'HYDROXYAPATITE - ARTIC. MAIN
M1105	M11.05	3	1006	-	MAL. PAR DEPOT D'HYDROXYAPATITE - HANCHE, SACR.IL. 
M1106	M11.06	3	1006	-	MAL. PAR DEPOT D'HYDROXYAPATITE - ARTIC. GENOU
M1107	M11.07	3	1006	-	MAL. PAR DEPOT D'HYDROXYAPATITE - ARTIC. CHEV., PIED
M1108	M11.08	3	1006	-	MAL. PAR DEPOT D'HYDROXYAPATITE - ARTIC. AUTRES 
M1109	M11.09	3	1006	-	MAL. PAR DEPOT D'HYDROXYAPATITE - ARTIC. LOC. SAI
M111	M11.1	3	1006	-	CHONDROCALCINOSE FAM. 
M1110	M11.10	3	1006	-	CHONDROCALCINOSE FAM. - SIEGES MULT. 
M1111	M11.11	3	1006	-	CHONDROCALCINOSE FAM. - ARTIC. EPAULE 
M1112	M11.12	3	1006	-	CHONDROCALCINOSE FAM. - ARTIC. COUDE
M1113	M11.13	3	1006	-	CHONDROCALCINOSE FAM. - ARTIC. POIGNET
M1114	M11.14	3	1006	-	CHONDROCALCINOSE FAM. - ARTIC. MAIN
M1115	M11.15	3	1006	-	CHONDROCALCINOSE FAM. - HANCHE, SACR.IL. 
M1116	M11.16	3	1006	-	CHONDROCALCINOSE FAM. - ARTIC. GENOU
M1117	M11.17	3	1006	-	CHONDROCALCINOSE FAM. - ARTIC. CHEV., PIED 
M1118	M11.18	3	1006	-	CHONDROCALCINOSE FAM. - ARTIC. AUTRES
M1119	M11.19	3	1006	-	CHONDROCALCINOSE FAM. - ARTIC. LOC. SAI
M112	M11.2	3	1006	-	AUTRE CHONDROCALCINOSE
M1120	M11.20	3	1006	-	AUTRE CHONDROCALCINOSE - SIEGES MULT.
M1121	M11.21	3	1006	-	AUTRE CHONDROCALCINOSE - ARTIC. EPAULE
M1122	M11.22	3	1006	-	AUTRE CHONDROCALCINOSE - ARTIC. COUDE
M1123	M11.23	3	1006	-	AUTRE CHONDROCALCINOSE - ARTIC. POIGNET
M1124	M11.24	3	1006	-	AUTRE CHONDROCALCINOSE - ARTIC. MAIN 
M1125	M11.25	3	1006	-	AUTRE CHONDROCALCINOSE - HANCHE, SACR.IL.
M1126	M11.26	3	1006	-	AUTRE CHONDROCALCINOSE - ARTIC. GENOU
M1127	M11.27	3	1006	-	AUTRE CHONDROCALCINOSE - ARTIC. CHEV., PIED
M1128	M11.28	3	1006	-	AUTRE CHONDROCALCINOSE - ARTIC. AUTRES 
M1129	M11.29	3	1006	-	AUTRE CHONDROCALCINOSE - ARTIC. LOC. SAI 
M118	M11.8	3	1006	-	ARTHROPATHIES DUES A DES MICROCRIST.PREC., NCA
M1180	M11.80	3	1006	-	ARTHROPATHIES DUES A DES MICROCRIST.PREC., NCA - SIEGES 
M1181	M11.81	3	1006	-	ARTHROPATHIES DUES A DES MICROCRIST.PREC., NCA - ARTIC. 
M1182	M11.82	3	1006	-	ARTHROPATHIES DUES A DES MICROCRIST.PREC., NCA - ARTIC. 
M1183	M11.83	3	1006	-	ARTHROPATHIES DUES A DES MICROCRIST.PREC., NCA - ARTIC. 
M1184	M11.84	3	1006	-	ARTHROPATHIES DUES A DES MICROCRIST.PREC., NCA - ARTIC. 
M1185	M11.85	3	1006	-	ARTHROPATHIES DUES A DES MICROCRIST.PREC., NCA - HANCHE, 
M1186	M11.86	3	1006	-	ARTHROPATHIES DUES A DES MICROCRIST.PREC., NCA - ARTIC. 
M1187	M11.87	3	1006	-	ARTHROPATHIES DUES A DES MICROCRIST.PREC., NCA - ARTIC. 
M1188	M11.88	3	1006	-	ARTHROPATHIES DUES A DES MICROCRIST.PREC., NCA - ARTIC. 
M1189	M11.89	3	1006	-	ARTHROPATHIES DUES A DES MICROCRIST.PREC., NCA - ARTIC. 
M141	M14.1	3	445	-	ARTHROPATHIE A MICROCRISTAUX AVEC AUTRES TBL. METAB. CL. 
M250	M25.0	3	812	-	HEMARTHROSE 
M2500	M25.00	3	812	-	HEMARTHROSE - SIEGES MULT. 
M2501	M25.01	3	812	-	HEMARTHROSE - ARTIC. EPAULE
M2502	M25.02	3	812	-	HEMARTHROSE - ARTIC. COUDE
M2503	M25.03	3	812	-	HEMARTHROSE - ARTIC. POIGNET 
M2504	M25.04	3	812	-	HEMARTHROSE - ARTIC. MAIN
M2505	M25.05	3	812	-	HEMARTHROSE - HANCHE, SACR.IL. 
M2506	M25.06	3	812	-	HEMARTHROSE - ARTIC. GENOU 
M2507	M25.07	3	812	-	HEMARTHROSE - ARTIC. CHEV., PIED
M2508	M25.08	3	812	-	HEMARTHROSE - ARTIC. AUTRES 
M2509	M25.09	3	812	-	HEMARTHROSE - ARTIC. LOC. SAI
M251	M25.1	3	812	-	FISTULE ARTIC.
M2510	M25.10	3	812	-	FISTULE ARTIC. - SIEGES MULT. 
M2511	M25.11	3	812	-	FISTULE ARTIC. - ARTIC. EPAULE 
M2512	M25.12	3	812	-	FISTULE ARTIC. - ARTIC. COUDE 
M2513	M25.13	3	812	-	FISTULE ARTIC. - ARTIC. POIGNET
M2514	M25.14	3	812	-	FISTULE ARTIC. - ARTIC. MAIN 
M2515	M25.15	3	812	-	FISTULE ARTIC. - HANCHE, SACR.IL. 
M2516	M25.16	3	812	-	FISTULE ARTIC. - ARTIC. GENOU
M2517	M25.17	3	812	-	FISTULE ARTIC. - ARTIC. CHEV., PIED
M2518	M25.18	3	812	-	FISTULE ARTIC. - ARTIC. AUTRES
M2519	M25.19	3	812	-	FISTULE ARTIC. - ARTIC. LOC. SAI
M490	M49.0	3	176	-	TUBERC. VERTEB.
M4900	M49.00	3	176	-	TUBERC. VERTEB. - LOC. VERTEB. MULT. 
M4901	M49.01	3	176	-	TUBERC. VERTEB. - OCC., ATLAS, AXIS
M4902	M49.02	3	176	-	TUBERC. VERTEB. - CERVICALE 
M4903	M49.03	3	176	-	TUBERC. VERTEB. - CERV.-DORS.
M4904	M49.04	3	176	-	TUBERC. VERTEB. - DORSALE 
M4905	M49.05	3	176	-	TUBERC. VERTEB. - DORS.-LOMB.
M4906	M49.06	3	176	-	TUBERC. VERTEB. - LOMBAIRE
M4907	M49.07	3	176	-	TUBERC. VERTEB. - LOMBO-SACREE
M4908	M49.08	3	176	-	TUBERC. VERTEB. - SACRUM, COCCYX
M4909	M49.09	3	176	-	TUBERC. VERTEB. - LOC. VERTEB. SAI
M495	M49.5	3	595	-	TASSEMENT VERTEB. AVEC MAL. CL. AILL.
M4950	M49.50	3	595	-	TASSEMENT VERTEB. AVEC MAL. CL. AILL. - LOC. VERTEB. MULT. 
M4951	M49.51	3	595	-	TASSEMENT VERTEB. AVEC MAL. CL. AILL. - OCC., ATLAS, AXIS
M4952	M49.52	3	595	-	TASSEMENT VERTEB. AVEC MAL. CL. AILL. - CERVICALE
M4953	M49.53	3	595	-	TASSEMENT VERTEB. AVEC MAL. CL. AILL. - CERV.-DORS.
M4954	M49.54	3	595	-	TASSEMENT VERTEB. AVEC MAL. CL. AILL. - DORSALE
M4955	M49.55	3	595	-	TASSEMENT VERTEB. AVEC MAL. CL. AILL. - DORS.-LOMB.
M4956	M49.56	3	595	-	TASSEMENT VERTEB. AVEC MAL. CL. AILL. - LOMBAIRE
M4957	M49.57	3	595	-	TASSEMENT VERTEB. AVEC MAL. CL. AILL. - LOMBO-SACREE
M4958	M49.58	3	595	-	TASSEMENT VERTEB. AVEC MAL. CL. AILL. - SACRUM, COCCYX
M4959	M49.59	3	595	-	TASSEMENT VERTEB. AVEC MAL. CL. AILL. - LOC. VERTEB. SAI
M622	M62.2	3	802	-	INFARCISSEMENT ISCHEM. MUSC.
M6220	M62.20	3	802	-	INFARCISSEMENT ISCHEM. MUSC. - SIEGES MULT. 
M6221	M62.21	3	802	-	INFARCISSEMENT ISCHEM. MUSC. - EPAULE
M6222	M62.22	3	802	-	INFARCISSEMENT ISCHEM. MUSC. - BRAS
M6223	M62.23	3	802	-	INFARCISSEMENT ISCHEM. MUSC. - AVANT-BRAS 
M6224	M62.24	3	802	-	INFARCISSEMENT ISCHEM. MUSC. - MAIN 
M6225	M62.25	3	802	-	INFARCISSEMENT ISCHEM. MUSC. - BASSIN, CUISSE
M6226	M62.26	3	802	-	INFARCISSEMENT ISCHEM. MUSC. - JAMBE 
M6227	M62.27	3	802	-	INFARCISSEMENT ISCHEM. MUSC. - CHEV., PIED
M6228	M62.28	3	802	-	INFARCISSEMENT ISCHEM. MUSC. - AUTRES LOC.
M6229	M62.29	3	802	-	INFARCISSEMENT ISCHEM. MUSC. - LOC. SAI
M623	M62.3	3	802	-	SYND. D'IMMOBILITE
M6230	M62.30	3	802	-	SYND. D'IMMOBILITE - SIEGES MULT.
M6231	M62.31	3	802	-	SYND. D'IMMOBILITE - EPAULE
M6232	M62.32	3	802	-	SYND. D'IMMOBILITE - BRAS
M6233	M62.33	3	802	-	SYND. D'IMMOBILITE - AVANT-BRAS 
M6234	M62.34	3	802	-	SYND. D'IMMOBILITE - MAIN 
M6235	M62.35	3	802	-	SYND. D'IMMOBILITE - BASSIN, CUISSE
M6236	M62.36	3	802	-	SYND. D'IMMOBILITE - JAMBE 
M6237	M62.37	3	802	-	SYND. D'IMMOBILITE - CHEV., PIED
M6238	M62.38	3	802	-	SYND. D'IMMOBILITE - AUTRES LOC.
M6239	M62.39	3	802	-	SYND. D'IMMOBILITE - LOC. SAI
M831	M83.1	3	798	-	OSTEOMALACIE SENILE
M8310	M83.10	3	798	-	OSTEOMALACIE SENILE - SIEGES MULT. 
M8311	M83.11	3	798	-	OSTEOMALACIE SENILE - EPAULE
M8312	M83.12	3	798	-	OSTEOMALACIE SENILE - BRAS 
M8313	M83.13	3	798	-	OSTEOMALACIE SENILE - AVANT-BRAS
M8314	M83.14	3	798	-	OSTEOMALACIE SENILE - MAIN
M8315	M83.15	3	798	-	OSTEOMALACIE SENILE - BASSIN, CUISSE
M8316	M83.16	3	798	-	OSTEOMALACIE SENILE - JAMBE
M8317	M83.17	3	798	-	OSTEOMALACIE SENILE - CHEV., PIED
M8318	M83.18	3	798	-	OSTEOMALACIE SENILE - AUTRES LOC.
M8319	M83.19	3	798	-	OSTEOMALACIE SENILE - LOC. SAI
M844	M84.4	3	455	-	FRAC. PATHO., NCA
M8440	M84.40	3	455	-	FRAC. PATHO., NCA - SIEGES MULT.
M8441	M84.41	3	455	-	FRAC. PATHO., NCA - EPAULE
M8442	M84.42	3	455	-	FRAC. PATHO., NCA - BRAS
M8443	M84.43	3	455	-	FRAC. PATHO., NCA - AVANT-BRAS 
M8444	M84.44	3	455	-	FRAC. PATHO., NCA - MAIN 
M8447	M84.47	3	455	-	FRAC. PATHO., NCA - CHEV., PIED
M8448	M84.48	3	455	-	FRAC. PATHO., NCA - AUTRES LOC.
M8449	M84.49	3	455	-	FRAC. PATHO., NCA - LOC. SAI
M853	M85.3	3	798	-	OSTEITE CONDENSANTE 
M8530	M85.30	3	798	-	OSTEITE CONDENSANTE - SIEGES MULT. 
M8531	M85.31	3	798	-	OSTEITE CONDENSANTE - EPAULE 
M8532	M85.32	3	798	-	OSTEITE CONDENSANTE - BRAS
M8533	M85.33	3	798	-	OSTEITE CONDENSANTE - AVANT-BRAS
M8534	M85.34	3	798	-	OSTEITE CONDENSANTE - MAIN
M8535	M85.35	3	798	-	OSTEITE CONDENSANTE - BASSIN, CUISSE
M8536	M85.36	3	798	-	OSTEITE CONDENSANTE - JAMBE
M8537	M85.37	3	798	-	OSTEITE CONDENSANTE - CHEV., PIED
M8538	M85.38	3	798	-	OSTEITE CONDENSANTE - AUTRES LOC. 
M8539	M85.39	3	798	-	OSTEITE CONDENSANTE - LOC. SAI
M900	M90.0	3	49	-	TUBERC. OSSEUSE
M9000	M90.00	3	49	-	TUBERC. OSSEUSE - SIEGES MULT.
M9001	M90.01	3	49	-	TUBERC. OSSEUSE - EPAULE
M9002	M90.02	3	49	-	TUBERC. OSSEUSE - BRAS
M9003	M90.03	3	49	-	TUBERC. OSSEUSE - AVANT-BRAS
M9004	M90.04	3	49	-	TUBERC. OSSEUSE - MAIN
M9005	M90.05	3	49	-	TUBERC. OSSEUSE - BASSIN, CUISSE 
M9006	M90.06	3	49	-	TUBERC. OSSEUSE - JAMBE 
M9007	M90.07	3	49	-	TUBERC. OSSEUSE - CHEV., PIED
M9008	M90.08	3	49	-	TUBERC. OSSEUSE - AUTRES LOC. 
M9009	M90.09	3	49	-	TUBERC. OSSEUSE - LOC. SAI 
M906	M90.6	3	798	-	OSTEITE DEFORMANTE AVEC MAL. TUMORALES 
M9060	M90.60	3	798	-	OSTEITE DEFORMANTE AVEC MAL. TUMORALES - SIEGES MULT.
M9061	M90.61	3	798	-	OSTEITE DEFORMANTE AVEC MAL. TUMORALES - EPAULE
M9062	M90.62	3	798	-	OSTEITE DEFORMANTE AVEC MAL. TUMORALES - BRAS
M9063	M90.63	3	798	-	OSTEITE DEFORMANTE AVEC MAL. TUMORALES - AVANT-BRAS
M9064	M90.64	3	798	-	OSTEITE DEFORMANTE AVEC MAL. TUMORALES - MAIN
M9065	M90.65	3	798	-	OSTEITE DEFORMANTE AVEC MAL. TUMORALES - BASSIN, CUISSE 
M9066	M90.66	3	798	-	OSTEITE DEFORMANTE AVEC MAL. TUMORALES - JAMBE 
M9067	M90.67	3	798	-	OSTEITE DEFORMANTE AVEC MAL. TUMORALES - CHEV., PIED
M9068	M90.68	3	798	-	OSTEITE DEFORMANTE AVEC MAL. TUMORALES - AUTRES LOC. 
M9069	M90.69	3	798	-	OSTEITE DEFORMANTE AVEC MAL. TUMORALES - LOC. SAI 
M907	M90.7	3	798	-	FRAC. OSSEUSE AVEC MAL. TUMORALES
M9070	M90.70	3	798	-	FRAC. OSSEUSE AVEC MAL. TUMORALES - SIEGES MULT.
M9071	M90.71	3	798	-	FRAC. OSSEUSE AVEC MAL. TUMORALES - EPAULE 
M9072	M90.72	3	798	-	FRAC. OSSEUSE AVEC MAL. TUMORALES - BRAS 
M9073	M90.73	3	798	-	FRAC. OSSEUSE AVEC MAL. TUMORALES - AVANT-BRAS
M9074	M90.74	3	798	-	FRAC. OSSEUSE AVEC MAL. TUMORALES - MAIN
M9075	M90.75	3	798	-	FRAC. OSSEUSE AVEC MAL. TUMORALES - BASSIN, CUISSE
M9076	M90.76	3	798	-	FRAC. OSSEUSE AVEC MAL. TUMORALES - JAMBE
M9077	M90.77	3	798	-	FRAC. OSSEUSE AVEC MAL. TUMORALES - CHEV., PIED
M9078	M90.78	3	798	-	FRAC. OSSEUSE AVEC MAL. TUMORALES - AUTRES LOC. 
M9079	M90.79	3	798	-	FRAC. OSSEUSE AVEC MAL. TUMORALES - LOC. SAI
M966	M96.6	3	782	19	FRAC. OSSEUSE APRES IMPLANT, PROTHESE ARTIC. OU PLAQUE 
N136	N13.6	3	560	39	PYONEPHROSE 
N178	N17.8	3	379	39	INSUF. RENALES AIG., NCA 
N179	N17.9	3	379	39	INSUF. RENALE AIG., SAI
N321	N32.1	3	389	-	FISTULE VESICO-INTEST.
N322	N32.2	3	389	-	FISTULE VESICALE, NCA
N324	N32.4	3	537	-	RUPTURE DE LA VESSIE, NON TRAUMA. 
N340	N34.0	3	957	-	ABCES URETRAL 
N360	N36.0	3	552	-	FISTULE URETRALE 
N410	N41.0	3	780	-	PROSTATITE AIG.
N412	N41.2	3	780	-	ABCES DE LA PROSTATE 
N413	N41.3	3	780	-	PROSTATO-CYSTITE 
N450	N45.0	3	678	-	ORCHITE, EPIDIDYMITE ET EPIDIDYMO-ORCHITE, AVEC ABCES
N482	N48.2	3	162	-	AFF. INFL. DE LA VERGE, NCA
N485	N48.5	3	358	-	ULCERE DE LA VERGE
N498	N49.8	3	162	-	AFF. INFL. D'AUTRES ORG. GEN. PREC. DE L'HOMME
N730	N73.0	3	381	-	PARAMETRITE ET PHLEGMON PELVIEN AIG.
N837	N83.7	3	796	-	HEMATOME DU LIG. LARGE
P200	P20.0	3	412	-	HYPOXIE INTRA-UTERINE CONSTATEE AVANT LE DEBUT DU 
P201	P20.1	3	412	-	HYPOXIE INTRA-UTERINE CONSTATEE PENDANT LE TRAVAIL ET 
P209	P20.9	3	412	-	HYPOXIE INTRA-UTERINE, SAI 
P210	P21.0	3	412	-	ASPHYXIE OBST. GRAVE
P211	P21.1	3	412	-	ASPHYXIE OBST. LEGERE OU MODEREE
P219	P21.9	3	53	-	ASPHYXIE OBST., SAI
P220	P22.0	3	544	-	SYND. DE DETRESSE RESP. DU N.N. 
